ordem,id,materia,titulo,artefato_ativo,status,proxima_acao
474,summary-literatura-elementos-da-narrativa,Literatura,Elementos da Narrativa,instrument:narrative-elements,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
475,summary-literatura-fernando-pessoa,Literatura,Fernando Pessoa,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
476,summary-literatura-graciliano-ramos,Literatura,Graciliano Ramos,instrument:graciliano-ramos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
477,summary-literatura-guimaraes-rosa,Literatura,Guimarães Rosa,instrument:guimaraes-rosa,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
478,summary-literatura-joao-cabral-de-melo-neto,Literatura,João Cabral de Melo Neto,instrument:joao-cabral,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
479,summary-literatura-literatura-lusofona-contemporanea,Literatura,Literatura Lusófona Contemporânea,instrument:lusophone-contemporary,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
480,summary-literatura-machado-de-assis,Literatura,Machado de Assis,instrument:machado-de-assis,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
481,summary-literatura-modernismo-no-brasil-primeira-geracao,Literatura,Modernismo no Brasil: Primeira Geração,instrument:modernism-first-generation,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
482,summary-literatura-naturalismo,Literatura,Naturalismo,instrument:naturalism,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
483,summary-literatura-parnasianismo,Literatura,Parnasianismo,instrument:parnassianism,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
484,summary-literatura-poesia-brasileira-contemporanea,Literatura,Poesia Brasileira Contemporânea,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
485,summary-literatura-poesia-brasileira-1960-1980,Literatura,Poesia Brasileira: 1960-1980,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
486,summary-literatura-poesia-concreta,Literatura,Poesia Concreta,instrument:concrete-poetry,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
487,summary-literatura-prosa-brasileira-contemporanea,Literatura,Prosa Brasileira Contemporânea,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
488,summary-literatura-prosa-brasileira-1960-1980,Literatura,Prosa Brasileira: 1960-1980,instrument:prose-1960-1980,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
489,summary-literatura-pre-modernismo,Literatura,Pré-Modernismo,instrument:pre-modernism,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
490,summary-literatura-realismo-portugues-eca-de-queiros,Literatura,Realismo Português: Eça de Queirós,instrument:eca-de-queiros,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
491,summary-literatura-renascimento-e-camoes,Literatura,Renascimento e Camões,instrument:renaissance-camoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
492,summary-literatura-segunda-geracao-modernista-poesia,Literatura,Segunda Geração Modernista: Poesia,instrument:modernism-second-generation,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
493,summary-literatura-segunda-geracao-modernista-prosa,Literatura,Segunda Geração Modernista: Prosa,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
494,summary-literatura-semana-de-arte-moderna,Literatura,Semana de Arte Moderna,instrument:modern-art-week,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
495,summary-literatura-simbolismo,Literatura,Simbolismo,instrument:symbolism,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
496,summary-literatura-teatro-brasileiro,Literatura,Teatro Brasileiro,instrument:brazilian-theater,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
497,summary-literatura-texto-literario-x-texto-nao-literario,Literatura,Texto Literário x Texto não Literário,experiment:literary,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
498,summary-literatura-trovadorismo-e-humanismo,Literatura,Trovadorismo e Humanismo,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
499,summary-literatura-vanguardas-artisticas,Literatura,Vanguardas Artísticas,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
500,summary-gramatica-adverbio-e-locucoes-adverbiais-circunstanciadores,Gramática,Advérbio e Locuções Adverbiais: Circunstanciadores,instrument:adverbio-circunstanciadores,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
501,summary-gramatica-ambiguidade-duplicidade-no-lexico-e-na-sintaxe,Gramática,Ambiguidade: Duplicidade no Léxico e na Sintaxe,instrument:ambiguidade,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
502,summary-gramatica-artigo-numeral-e-adjetivo-no-sintagma-nominal,Gramática,"Artigo, Numeral e Adjetivo no Sintagma Nominal",instrument:sintagma-nominal,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
503,summary-gramatica-concordancia,Gramática,Concordância,instrument:concordancia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
504,summary-gramatica-crase,Gramática,Crase,instrument:crase,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
505,summary-gramatica-funcoes-sintaticas-nominais-e-vocativo,Gramática,Funções Sintáticas Nominais e Vocativo,instrument:funcoes-sintaticas-nominais,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
506,summary-gramatica-lingua-um-sistema-complexo,Gramática,Língua: um Sistema Complexo,instrument:lingua-sistema,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
507,summary-gramatica-mecanismo-de-regencia,Gramática,Mecanismo de Regência,instrument:mecanismo-regencia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
508,summary-gramatica-o-lexico-em-contexto-variadas-possibilidades-semanticas,Gramática,O Léxico em Contexto: Variadas Possibilidades Semânticas,instrument:lexico-em-contexto,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
509,summary-gramatica-oracoes-adjetivas,Gramática,Orações Adjetivas,instrument:oracoes-adjetivas,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
510,summary-gramatica-oracoes-adverbiais,Gramática,Orações Adverbiais,instrument:oracoes-adverbiais,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
511,summary-gramatica-oracoes-coordenadas,Gramática,Orações Coordenadas,instrument:oracoes-coordenadas,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
512,summary-gramatica-oracoes-substantivas,Gramática,Orações Substantivas,instrument:oracoes-substantivas,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
513,summary-gramatica-pontuacao-i-principios-para-o-uso-da-virgula,Gramática,Pontuação I: Princípios para o Uso da Vírgula,instrument:pontuacao-i,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
514,summary-gramatica-pontuacao-ii-virgula-entre-oracoes-e-outros-sinais-de-pontuacao,Gramática,Pontuação II: Vírgula entre Orações e Outros Sinais de Pontuação,instrument:pontuacao-ii,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
515,summary-gramatica-processos-de-formacao-de-palavras,Gramática,Processos de Formação de Palavras,instrument:formacao-palavras,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
516,summary-gramatica-pronomes,Gramática,Pronomes,instrument:pronomes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
517,summary-gramatica-significados-implicitos,Gramática,Significados Implícitos,instrument:significados-implicitos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
518,summary-gramatica-substantivo-os-nomes-e-a-visao-do-enunciador,Gramática,Substantivo: os Nomes e a Visão do Enunciador,instrument:substantivo-visao-enunciador,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
519,summary-gramatica-tipos-de-discurso,Gramática,Tipos de Discurso,instrument:tipos-de-discurso,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
520,summary-gramatica-tipos-de-sujeito,Gramática,Tipos de Sujeito,instrument:tipos-de-sujeito,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
521,summary-gramatica-tipos-de-texto-explorando-elementos-concretos-e-conceitos-abstratos,Gramática,Tipos de Texto: Explorando Elementos Concretos e Conceitos Abstratos,instrument:tipos-de-texto,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
522,summary-gramatica-variacao-linguistica,Gramática,Variação Linguística,experiment:variation,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
523,summary-gramatica-verbo,Gramática,Verbo,instrument:verbo,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
524,summary-gramatica-verbo-e-sintaxe-da-oracao,Gramática,Verbo e Sintaxe da Oração,instrument:verbo-sintaxe-oracao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
525,summary-gramatica-vozes-verbais,Gramática,Vozes Verbais,instrument:vozes-verbais,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
526,summary-entendimento-de-texto-fatores-de-textualidade,Entendimento de Texto,Fatores de Textualidade,experiment:cohesion,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
527,summary-entendimento-de-texto-figuras-de-linguagem,Entendimento de Texto,Figuras de Linguagem,instrument:figuras,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
528,summary-entendimento-de-texto-funcao-poetica-e-linguagem-literaria,Entendimento de Texto,Função Poética e Linguagem Literária,instrument:poetica,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
529,summary-entendimento-de-texto-funcoes-da-linguagem,Entendimento de Texto,Funções da Linguagem,instrument:funcoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
530,summary-entendimento-de-texto-generos-narrativos-e-niveis-de-compreensao,Entendimento de Texto,Gêneros Narrativos e Níveis de Compreensão,instrument:narrativos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
531,summary-entendimento-de-texto-generos-textuais,Entendimento de Texto,Gêneros Textuais,instrument:generos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
532,summary-entendimento-de-texto-generos-nao-verbais-fundamentos-de-leitura,Entendimento de Texto,Gêneros não Verbais: Fundamentos de Leitura,instrument:nao-verbais,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
533,summary-entendimento-de-texto-intertextualidade-e-interdiscursividade,Entendimento de Texto,Intertextualidade e Interdiscursividade,instrument:intertextualidade,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
534,summary-entendimento-de-texto-leitura-de-textos-comicos,Entendimento de Texto,Leitura de Textos Cômicos,instrument:comicos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
535,summary-entendimento-de-texto-modelos-de-leitura-e-distorcoes-interpretativas,Entendimento de Texto,Modelos de Leitura e Distorções Interpretativas,instrument:distorcoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
536,summary-entendimento-de-texto-os-dois-niveis-da-leitura,Entendimento de Texto,Os Dois Níveis da Leitura,instrument:niveis-leitura,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
537,summary-entendimento-de-texto-tecnologias-digitais-da-informacao-e-comunicacao-tdic-impactos-sociais,Entendimento de Texto,Tecnologias Digitais da Informação e Comunicação (TDIC): Impactos Sociais,instrument:tdic,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
538,summary-lingua-inglesa-text-comprehension-bacteria,Língua Inglesa,Text Comprehension: Bacteria,instrument:bacteria,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
539,summary-lingua-inglesa-text-comprehension-calories-and-energy,Língua Inglesa,Text Comprehension: Calories and Energy,instrument:calories-energy,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
540,summary-lingua-inglesa-text-comprehension-digital-technology,Língua Inglesa,Text Comprehension: Digital Technology,instrument:digital-technology,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
541,summary-lingua-inglesa-text-comprehension-discrimination-against-women,Língua Inglesa,Text Comprehension: Discrimination Against Women,instrument:discrimination-against-women,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
542,summary-lingua-inglesa-text-comprehension-earthquakes,Língua Inglesa,Text Comprehension: Earthquakes,instrument:earthquakes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
543,summary-lingua-inglesa-text-comprehension-ecology-greenhouse-gases,Língua Inglesa,Text Comprehension: Ecology (Greenhouse Gases),instrument:greenhouse-gases,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
544,summary-lingua-inglesa-text-comprehension-global-warming,Língua Inglesa,Text Comprehension: Global Warming,instrument:global-warming,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
545,summary-lingua-inglesa-text-comprehension-health-probiotics,Língua Inglesa,Text Comprehension: Health – Probiotics,instrument:health-probiotics,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
546,summary-lingua-inglesa-text-comprehension-hurricanes,Língua Inglesa,Text Comprehension: Hurricanes,instrument:hurricanes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
547,summary-lingua-inglesa-text-comprehension-novels-short-stories,Língua Inglesa,Text Comprehension: Novels/Short Stories,instrument:novels-short-stories,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
548,summary-lingua-inglesa-text-comprehension-pollution,Língua Inglesa,Text Comprehension: Pollution,instrument:pollution,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
549,summary-lingua-inglesa-text-comprehension-songs-and-poems,Língua Inglesa,Text Comprehension: Songs and Poems,instrument:songs-poems,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
550,summary-lingua-inglesa-text-comprehension-stem-cells,Língua Inglesa,Text Comprehension: Stem Cells,instrument:stem-cells,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
551,summary-lingua-inglesa-text-comprehension-taxonomy-and-terminology,Língua Inglesa,Text Comprehension: Taxonomy and Terminology,experiment:inference,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
552,summary-lingua-inglesa-text-comprehension-the-human-brain,Língua Inglesa,Text Comprehension: The Human Brain,instrument:human-brain,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
553,summary-lingua-inglesa-text-comprehension-viruses,Língua Inglesa,Text Comprehension: Viruses,instrument:viruses,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
554,summary-lingua-inglesa-text-comprehension-women-empowerment,Língua Inglesa,Text Comprehension: Women Empowerment,instrument:women-empowerment,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
555,summary-redacao-a-dissertacao-no-vestibular-mitos-e-verdades,Redação,A Dissertação no Vestibular: Mitos e Verdades,instrument:dissertacao-mitos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
556,summary-redacao-analisando-tema-abstrato-de-redacao,Redação,Analisando Tema Abstrato de Redação,instrument:tema-abstrato,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
557,summary-redacao-analisando-tema-de-redacao-cidadania-e-poder,Redação,Analisando Tema de Redação: Cidadania e Poder,instrument:tema-cidadania,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
558,summary-redacao-analisando-tema-de-redacao-corpo-saude-e-sexualidade,Redação,"Analisando Tema de Redação: Corpo, Saúde e Sexualidade",instrument:tema-corpo-saude,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
559,summary-redacao-analisando-tema-de-redacao-educacao-e-trabalho,Redação,Analisando Tema de Redação: Educação e Trabalho,instrument:tema-educacao-trabalho,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
560,summary-redacao-analisando-tema-de-redacao-meio-ambiente,Redação,Analisando Tema de Redação: Meio Ambiente,instrument:tema-meio-ambiente,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
561,summary-redacao-analisando-tema-de-redacao-midia-e-sociedade,Redação,Analisando Tema de Redação: Mídia e Sociedade,instrument:tema-midia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
562,summary-redacao-analisando-tema-de-redacao-violencia-leis-e-punicao,Redação,"Analisando Tema de Redação: Violência, Leis e Punição",instrument:tema-violencia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
563,summary-redacao-analisando-o-tema-de-redacao-arte-cultura-e-relacoes-sociais,Redação,"Analisando o Tema de Redação: Arte, Cultura e Relações Sociais",instrument:tema-arte-cultura,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
564,summary-redacao-argumentacao-quase-logica-e-efeito-de-verdade,Redação,Argumentação Quase-Lógica e Efeito de Verdade,instrument:quase-logica,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
565,summary-redacao-argumentacao-e-coerencia-externa,Redação,Argumentação e Coerência Externa,instrument:coerencia-externa,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
566,summary-redacao-argumentacao-e-coerencia-interna,Redação,Argumentação e Coerência Interna,instrument:coerencia-interna,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
567,summary-redacao-argumentacao-auditorio-particular-e-universal,Redação,Argumentação: Auditório Particular e Universal,instrument:auditorio,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
568,summary-redacao-coesao-no-texto-dissertativo-analise-de-problemas,Redação,Coesão no Texto Dissertativo: Análise de Problemas,instrument:coesao-problemas,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
569,summary-redacao-conclusao-por-sintese-ou-retomada-da-tese,Redação,Conclusão por Síntese ou Retomada da Tese,instrument:conclusao-sintese,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
570,summary-redacao-conclusao-sumarizacao-focalizacao-e-expressividade,Redação,"Conclusão: Sumarização, Focalização e Expressividade",instrument:conclusao-foco,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
571,summary-redacao-diferentes-graus-de-adequacao-a-proposta,Redação,Diferentes Graus de Adequação à Proposta,instrument:adequacao-proposta,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
572,summary-redacao-estrutura-classica-do-texto-dissertativo,Redação,Estrutura Clássica do Texto Dissertativo,instrument:estrutura-dissertativa,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
573,summary-redacao-generos-e-sua-relacao-com-a-estrutura-do-texto,Redação,Gêneros e sua Relação com a Estrutura do Texto,instrument:genero-estrutura,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
574,summary-redacao-incrementando-o-repertorio-arte-cultura-e-relacoes-sociais,Redação,"Incrementando o Repertório: Arte, Cultura e Relações Sociais",instrument:rep-arte-cultura,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
575,summary-redacao-incrementando-o-repertorio-cidadania-e-poder,Redação,Incrementando o Repertório: Cidadania e Poder,instrument:rep-cidadania,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
576,summary-redacao-incrementando-o-repertorio-corpo-saude-e-sexualidade,Redação,"Incrementando o Repertório: Corpo, Saúde e Sexualidade",instrument:rep-corpo-saude,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
577,summary-redacao-incrementando-o-repertorio-educacao-e-trabalho,Redação,Incrementando o Repertório: Educação e Trabalho,instrument:rep-educacao-trabalho,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
578,summary-redacao-incrementando-o-repertorio-meio-ambiente,Redação,Incrementando o Repertório: Meio Ambiente,instrument:rep-meio-ambiente,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
579,summary-redacao-incrementando-o-repertorio-midia-e-sociedade,Redação,Incrementando o Repertório: Mídia e Sociedade,instrument:rep-midia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
580,summary-redacao-incrementando-o-repertorio-temas-abstratos,Redação,Incrementando o Repertório: Temas Abstratos,instrument:rep-abstratos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
581,summary-redacao-incrementando-o-repertorio-violencia-leis-e-punicao,Redação,"Incrementando o Repertório: Violência, Leis e Punição",instrument:rep-violencia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
582,summary-redacao-lendo-a-coletanea-a-apreensao-de-sentidos-i,Redação,Lendo a Coletânea: a Apreensão de Sentidos I,instrument:coletanea-sentidos-i,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
583,summary-redacao-lendo-a-coletanea-a-apreensao-de-sentidos-ii,Redação,Lendo a Coletânea: a Apreensão de Sentidos II,instrument:coletanea-sentidos-ii,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
584,summary-redacao-lendo-a-coletanea-a-compreensao-e-o-texto-autoral-i,Redação,Lendo a Coletânea: a Compreensão e o Texto Autoral I,instrument:coletanea-autoria-i,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
585,summary-redacao-lendo-a-coletanea-a-compreensao-e-o-texto-autoral-ii,Redação,Lendo a Coletânea: a Compreensão e o Texto Autoral II,instrument:coletanea-autoria-ii,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
586,summary-redacao-o-que-se-avalia-na-dissertacao-competencias-e-habilidades,Redação,O que se Avalia na Dissertação: Competências e Habilidades,instrument:avaliacao-dissertacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
587,summary-redacao-organizando-as-ideias-brainstorm-e-mind-maps,Redação,Organizando as Ideias: Brainstorm e Mind Maps,instrument:organizacao-ideias,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
588,summary-redacao-os-direitos-humanos-de-1-geracao-direitos-individuais,Redação,Os Direitos Humanos de 1ª Geração: Direitos Individuais,instrument:direitos-1,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
589,summary-redacao-os-direitos-humanos-de-2-e-3-geracao-direitos-sociais-coletivos-e-difusos,Redação,"Os Direitos Humanos de 2ª e 3ª Geração: Direitos Sociais, Coletivos e Difusos",instrument:direitos-23,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
590,summary-redacao-paragrafo-de-introducao-delimitando-a-opiniao,Redação,Parágrafo de Introdução: Delimitando a Opinião,instrument:intro-tese,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
591,summary-redacao-paragrafo-de-introducao-como-contextualizar,Redação,Parágrafo de Introdução: como Contextualizar,instrument:intro-contexto,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
592,summary-redacao-projeto-de-texto-em-favor-da-progressao-textual,Redação,Projeto de Texto em Favor da Progressão Textual,experiment:argument,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
593,summary-redacao-proposta-de-intervencao-atores-sociais-e-cidadania,Redação,Proposta de Intervenção: Atores Sociais e Cidadania,instrument:intervencao-atores,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
594,summary-redacao-proposta-de-intervencao-coerencia-argumentativa,Redação,Proposta de Intervenção: Coerência Argumentativa,instrument:intervencao-coerencia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
595,summary-redacao-proposta-de-intervencao-respeito-aos-direitos-humanos,Redação,Proposta de Intervenção: Respeito aos Direitos Humanos,instrument:intervencao-direitos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
596,summary-redacao-proposta-de-intervencao-viabilizacao-e-inovacao,Redação,Proposta de Intervenção: Viabilização e Inovação,instrument:intervencao-viabilidade,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
597,summary-redacao-qual-sera-o-tema-deste-ano-grandes-eixos-tematicos,Redação,Qual Será o Tema deste Ano: Grandes Eixos Temáticos,instrument:eixos-tematicos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
598,summary-redacao-recursos-argumentativos-dados-numericos-e-exemplos,Redação,Recursos Argumentativos: Dados Numéricos e Exemplos,instrument:dados-exemplos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
599,summary-redacao-recursos-argumentativos-fatos-da-atualidade,Redação,Recursos Argumentativos: Fatos da Atualidade,instrument:fatos-atualidade,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
600,summary-redacao-recursos-argumentativos-interdiscursividade-e-intertextualidade,Redação,Recursos Argumentativos: Interdiscursividade e Intertextualidade,instrument:interdiscursividade,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
601,summary-redacao-recursos-argumentativos-multiplos-dominios-do-saber,Redação,Recursos Argumentativos: Múltiplos Domínios do Saber,instrument:multiplos-dominios,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
602,summary-redacao-recursos-argumentativos-temas-de-redacao-ja-analisados,Redação,Recursos Argumentativos: Temas de Redação já Analisados,instrument:temas-analisados,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
603,summary-redacao-recursos-argumentativos-vozes-prestigiadas,Redação,Recursos Argumentativos: Vozes Prestigiadas,instrument:vozes-prestigiadas,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
604,summary-redacao-recursos-linguisticos-norma-clareza-e-expressividade,Redação,"Recursos Linguísticos: Norma, Clareza e Expressividade",instrument:linguagem-clareza,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
605,summary-redacao-recursos-de-coesao-referencial-no-texto-dissertativo,Redação,Recursos de Coesão Referencial no Texto Dissertativo,instrument:coesao-referencial,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
606,summary-redacao-recursos-de-coesao-sequencial-no-texto-dissertativo,Redação,Recursos de Coesão Sequencial no Texto Dissertativo,instrument:coesao-sequencial,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
607,summary-redacao-redacoes-nota-1000-trunfos-a-inspirar,Redação,Redações Nota 1000: Trunfos a Inspirar,instrument:nota-mil,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
608,summary-redacao-redacoes-na-midia-como-aprimorar,Redação,Redações na Mídia: como Aprimorar,instrument:redacao-midia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
609,summary-redacao-refutando-o-ponto-contrario,Redação,Refutando o Ponto Contrário,instrument:refutacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
610,summary-redacao-repertorio-o-diferencial-de-redacoes-de-sucesso,Redação,Repertório: o Diferencial de Redações de Sucesso,instrument:repertorio,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
611,summary-redacao-ressalvando-o-ponto-de-vista-contrario,Redação,Ressalvando o Ponto de Vista Contrário,instrument:ressalva,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
612,summary-redacao-tangenciamento-e-fuga-a-fronteira-do-tema,Redação,Tangenciamento e Fuga: a Fronteira do Tema,instrument:fronteira-tema,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
613,atu-cop30-belem,Atualidades,"COP30 em Belém: avanços, limites e leitura de prova",instrument:cop30-belem,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
